MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT,date
Fluchtunfälle,insgesamt,2001,200112,941.0,950.0,-5.99,-0.95,950.0,2001-12-01
Fluchtunfälle,insgesamt,2002,200201,852.0,871.0,-9.46,-2.18,948.0,2002-01-01
Fluchtunfälle,insgesamt,2002,200202,817.0,820.0,-4.11,-0.37,948.0,2002-02-01
Fluchtunfälle,insgesamt,2002,200203,897.0,962.0,9.79,-6.76,942.0,2002-03-01
Fluchtunfälle,insgesamt,2002,200204,784.0,897.0,-12.6,-12.6,933.0,2002-04-01
Fluchtunfälle,insgesamt,2002,200205,857.0,1081.0,9.31,-20.72,914.0,2002-05-01
Fluchtunfälle,insgesamt,2002,200206,987.0,905.0,15.17,9.06,921.0,2002-06-01
Fluchtunfälle,insgesamt,2002,200207,1026.0,1047.0,3.95,-2.01,919.0,2002-07-01
Fluchtunfälle,insgesamt,2002,200208,785.0,814.0,-23.49,-3.56,917.0,2002-08-01
Fluchtunfälle,insgesamt,2002,200209,1039.0,953.0,32.36,9.02,924.0,2002-09-01
Fluchtunfälle,insgesamt,2002,200210,1019.0,1104.0,-1.92,-7.7,917.0,2002-10-01
Fluchtunfälle,insgesamt,2002,200211,882.0,1001.0,-13.44,-11.89,907.0,2002-11-01
Fluchtunfälle,insgesamt,2002,200212,706.0,941.0,-19.95,-24.97,888.0,2002-12-01
Fluchtunfälle,insgesamt,2003,200301,747.0,852.0,5.81,-12.32,879.0,2003-01-01
Fluchtunfälle,insgesamt,2003,200302,572.0,817.0,-23.43,-29.99,858.0,2003-02-01
Fluchtunfälle,insgesamt,2003,200303,854.0,897.0,49.3,-4.79,855.0,2003-03-01
Fluchtunfälle,insgesamt,2003,200304,844.0,784.0,-1.17,7.65,860.0,2003-04-01
Fluchtunfälle,insgesamt,2003,200305,763.0,857.0,-9.6,-10.97,852.0,2003-05-01
Fluchtunfälle,insgesamt,2003,200306,855.0,987.0,12.06,-13.37,841.0,2003-06-01
Fluchtunfälle,insgesamt,2003,200307,562.0,1026.0,-34.27,-45.22,802.0,2003-07-01
Fluchtunfälle,insgesamt,2003,200308,698.0,785.0,24.2,-11.08,795.0,2003-08-01
Fluchtunfälle,insgesamt,2003,200309,945.0,1039.0,35.39,-9.05,787.0,2003-09-01
Fluchtunfälle,insgesamt,2003,200310,960.0,1019.0,1.59,-5.79,782.0,2003-10-01
Fluchtunfälle,insgesamt,2003,200311,953.0,882.0,-0.73,8.05,788.0,2003-11-01
Fluchtunfälle,insgesamt,2003,200312,858.0,706.0,-9.97,21.53,801.0,2003-12-01
Fluchtunfälle,insgesamt,2004,200401,828.0,747.0,-3.5,10.84,808.0,2004-01-01
Fluchtunfälle,insgesamt,2004,200402,723.0,572.0,-12.68,26.4,820.0,2004-02-01
Fluchtunfälle,insgesamt,2004,200403,817.0,854.0,13.0,-4.33,817.0,2004-03-01
Fluchtunfälle,insgesamt,2004,200404,875.0,844.0,7.1,3.67,820.0,2004-04-01
Fluchtunfälle,insgesamt,2004,200405,867.0,763.0,-0.91,13.63,828.0,2004-05-01
Fluchtunfälle,insgesamt,2004,200406,859.0,855.0,-0.92,0.47,829.0,2004-06-01
Fluchtunfälle,insgesamt,2004,200407,970.0,562.0,12.92,72.6,863.0,2004-07-01
Fluchtunfälle,insgesamt,2004,200408,784.0,698.0,-19.18,12.32,870.0,2004-08-01
Fluchtunfälle,insgesamt,2004,200409,957.0,945.0,22.07,1.27,871.0,2004-09-01
Fluchtunfälle,insgesamt,2004,200410,1022.0,960.0,6.79,6.46,876.0,2004-10-01
Fluchtunfälle,insgesamt,2004,200411,903.0,953.0,-11.64,-5.25,872.0,2004-11-01
Fluchtunfälle,insgesamt,2004,200412,942.0,858.0,4.32,9.79,879.0,2004-12-01
Fluchtunfälle,insgesamt,2005,200501,749.0,828.0,-20.49,-9.54,872.0,2005-01-01
Fluchtunfälle,insgesamt,2005,200502,961.0,723.0,28.3,32.92,892.0,2005-02-01
Fluchtunfälle,insgesamt,2005,200503,1115.0,817.0,16.02,36.47,917.0,2005-03-01
Fluchtunfälle,insgesamt,2005,200504,937.0,875.0,-15.96,7.09,922.0,2005-04-01
Fluchtunfälle,insgesamt,2005,200505,902.0,867.0,-3.74,4.04,925.0,2005-05-01
Fluchtunfälle,insgesamt,2005,200506,901.0,859.0,-0.11,4.89,929.0,2005-06-01
Fluchtunfälle,insgesamt,2005,200507,951.0,970.0,5.55,-1.96,927.0,2005-07-01
Fluchtunfälle,insgesamt,2005,200508,811.0,784.0,-14.72,3.44,929.0,2005-08-01
Fluchtunfälle,insgesamt,2005,200509,1086.0,957.0,33.91,13.48,940.0,2005-09-01
Fluchtunfälle,insgesamt,2005,200510,962.0,1022.0,-11.42,-5.87,935.0,2005-10-01
Fluchtunfälle,insgesamt,2005,200511,845.0,903.0,-12.16,-6.42,930.0,2005-11-01
Fluchtunfälle,insgesamt,2005,200512,817.0,942.0,-3.31,-13.27,920.0,2005-12-01
Fluchtunfälle,insgesamt,2006,200601,708.0,749.0,-13.34,-5.47,916.0,2006-01-01
Fluchtunfälle,insgesamt,2006,200602,698.0,961.0,-1.41,-27.37,894.0,2006-02-01
Fluchtunfälle,insgesamt,2006,200603,1138.0,1115.0,63.04,2.06,896.0,2006-03-01
Fluchtunfälle,insgesamt,2006,200604,750.0,937.0,-34.09,-19.96,881.0,2006-04-01
Fluchtunfälle,insgesamt,2006,200605,476.0,902.0,-36.53,-47.23,845.0,2006-05-01
Fluchtunfälle,insgesamt,2006,200606,565.0,901.0,18.7,-37.29,817.0,2006-06-01
Fluchtunfälle,insgesamt,2006,200607,845.0,951.0,49.56,-11.15,808.0,2006-07-01
Fluchtunfälle,insgesamt,2006,200608,774.0,811.0,-8.4,-4.56,805.0,2006-08-01
Fluchtunfälle,insgesamt,2006,200609,718.0,1086.0,-7.24,-33.89,775.0,2006-09-01
Fluchtunfälle,insgesamt,2006,200610,599.0,962.0,-16.57,-37.73,744.0,2006-10-01
Fluchtunfälle,insgesamt,2006,200611,494.0,845.0,-17.53,-41.54,715.0,2006-11-01
Fluchtunfälle,insgesamt,2006,200612,864.0,817.0,74.9,5.75,719.0,2006-12-01
Fluchtunfälle,insgesamt,2007,200701,699.0,708.0,-19.1,-1.27,718.0,2007-01-01
Fluchtunfälle,insgesamt,2007,200702,612.0,698.0,-12.45,-12.32,711.0,2007-02-01
Fluchtunfälle,insgesamt,2007,200703,411.0,1138.0,-32.84,-63.88,651.0,2007-03-01
Fluchtunfälle,insgesamt,2007,200704,821.0,750.0,99.76,9.47,657.0,2007-04-01
Fluchtunfälle,insgesamt,2007,200705,858.0,476.0,4.51,80.25,688.0,2007-05-01
Fluchtunfälle,insgesamt,2007,200706,804.0,565.0,-6.29,42.3,708.0,2007-06-01
Fluchtunfälle,insgesamt,2007,200707,935.0,845.0,16.29,10.65,716.0,2007-07-01
Fluchtunfälle,insgesamt,2007,200708,759.0,774.0,-18.82,-1.94,715.0,2007-08-01
Fluchtunfälle,insgesamt,2007,200709,797.0,718.0,5.01,11.0,721.0,2007-09-01
Fluchtunfälle,insgesamt,2007,200710,873.0,599.0,9.54,45.74,744.0,2007-10-01
Fluchtunfälle,insgesamt,2007,200711,868.0,494.0,-0.57,75.71,775.0,2007-11-01
Fluchtunfälle,insgesamt,2007,200712,690.0,864.0,-20.51,-20.14,761.0,2007-12-01
Fluchtunfälle,insgesamt,2008,200801,727.0,699.0,5.36,4.01,763.0,2008-01-01
Fluchtunfälle,insgesamt,2008,200802,793.0,612.0,9.08,29.58,778.0,2008-02-01
Fluchtunfälle,insgesamt,2008,200803,763.0,411.0,-3.78,85.64,807.0,2008-03-01
Fluchtunfälle,insgesamt,2008,200804,837.0,821.0,9.7,1.95,809.0,2008-04-01
Fluchtunfälle,insgesamt,2008,200805,871.0,858.0,4.06,1.52,810.0,2008-05-01
Fluchtunfälle,insgesamt,2008,200806,859.0,804.0,-1.38,6.84,814.0,2008-06-01
Fluchtunfälle,insgesamt,2008,200807,832.0,935.0,-3.14,-11.02,806.0,2008-07-01
Fluchtunfälle,insgesamt,2008,200808,760.0,759.0,-8.65,0.13,806.0,2008-08-01
Fluchtunfälle,insgesamt,2008,200809,747.0,797.0,-1.71,-6.27,802.0,2008-09-01
Fluchtunfälle,insgesamt,2008,200810,874.0,873.0,17.0,0.11,802.0,2008-10-01
Fluchtunfälle,insgesamt,2008,200811,625.0,868.0,-28.49,-28.0,782.0,2008-11-01
Fluchtunfälle,insgesamt,2008,200812,657.0,690.0,5.12,-4.78,779.0,2008-12-01
Fluchtunfälle,insgesamt,2009,200901,512.0,727.0,-22.07,-29.57,761.0,2009-01-01
Fluchtunfälle,insgesamt,2009,200902,802.0,793.0,56.64,1.13,762.0,2009-02-01
Fluchtunfälle,insgesamt,2009,200903,607.0,763.0,-24.31,-20.45,749.0,2009-03-01
Fluchtunfälle,insgesamt,2009,200904,776.0,837.0,27.84,-7.29,744.0,2009-04-01
Fluchtunfälle,insgesamt,2009,200905,768.0,871.0,-1.03,-11.83,735.0,2009-05-01
Fluchtunfälle,insgesamt,2009,200906,678.0,859.0,-11.72,-21.07,720.0,2009-06-01
Fluchtunfälle,insgesamt,2009,200907,991.0,832.0,46.17,19.11,733.0,2009-07-01
Fluchtunfälle,insgesamt,2009,200908,752.0,760.0,-24.12,-1.05,732.0,2009-08-01
Fluchtunfälle,insgesamt,2009,200909,846.0,747.0,12.5,13.25,741.0,2009-09-01
Fluchtunfälle,insgesamt,2009,200910,953.0,874.0,12.65,9.04,747.0,2009-10-01
Fluchtunfälle,insgesamt,2009,200911,835.0,625.0,-12.38,33.6,765.0,2009-11-01
Fluchtunfälle,insgesamt,2009,200912,747.0,657.0,-10.54,13.7,772.0,2009-12-01
Fluchtunfälle,insgesamt,2010,201001,613.0,512.0,-17.94,19.73,781.0,2010-01-01
Fluchtunfälle,insgesamt,2010,201002,683.0,802.0,11.42,-14.84,771.0,2010-02-01
Fluchtunfälle,insgesamt,2010,201003,829.0,607.0,21.38,36.57,789.0,2010-03-01
Fluchtunfälle,insgesamt,2010,201004,938.0,776.0,13.15,20.88,803.0,2010-04-01
Fluchtunfälle,insgesamt,2010,201005,743.0,768.0,-20.79,-3.26,801.0,2010-05-01
Fluchtunfälle,insgesamt,2010,201006,814.0,678.0,9.56,20.06,812.0,2010-06-01
Fluchtunfälle,insgesamt,2010,201007,932.0,991.0,14.5,-5.95,807.0,2010-07-01
Fluchtunfälle,insgesamt,2010,201008,794.0,752.0,-14.81,5.59,811.0,2010-08-01
Fluchtunfälle,insgesamt,2010,201009,955.0,846.0,20.28,12.88,820.0,2010-09-01
Fluchtunfälle,insgesamt,2010,201010,910.0,953.0,-4.71,-4.51,816.0,2010-10-01
Fluchtunfälle,insgesamt,2010,201011,827.0,835.0,-9.12,-0.96,815.0,2010-11-01
Fluchtunfälle,insgesamt,2010,201012,861.0,747.0,4.11,15.26,825.0,2010-12-01
Fluchtunfälle,insgesamt,2011,201101,726.0,613.0,-15.68,18.43,834.0,2011-01-01
Fluchtunfälle,insgesamt,2011,201102,760.0,683.0,4.68,11.27,841.0,2011-02-01
Fluchtunfälle,insgesamt,2011,201103,883.0,829.0,16.18,6.51,845.0,2011-03-01
Fluchtunfälle,insgesamt,2011,201104,835.0,938.0,-5.44,-10.98,837.0,2011-04-01
Fluchtunfälle,insgesamt,2011,201105,1034.0,743.0,23.83,39.17,861.0,2011-05-01
Fluchtunfälle,insgesamt,2011,201106,783.0,814.0,-24.27,-3.81,858.0,2011-06-01
Fluchtunfälle,insgesamt,2011,201107,951.0,932.0,21.46,2.04,860.0,2011-07-01
Fluchtunfälle,insgesamt,2011,201108,790.0,794.0,-16.93,-0.5,860.0,2011-08-01
Fluchtunfälle,insgesamt,2011,201109,906.0,955.0,14.68,-5.13,856.0,2011-09-01
Fluchtunfälle,insgesamt,2011,201110,916.0,910.0,1.1,0.66,856.0,2011-10-01
Fluchtunfälle,insgesamt,2011,201111,842.0,827.0,-8.08,1.81,857.0,2011-11-01
Fluchtunfälle,insgesamt,2011,201112,832.0,861.0,-1.19,-3.37,855.0,2011-12-01
Fluchtunfälle,insgesamt,2012,201201,713.0,726.0,-14.3,-1.79,854.0,2012-01-01
Fluchtunfälle,insgesamt,2012,201202,714.0,760.0,0.14,-6.05,850.0,2012-02-01
Fluchtunfälle,insgesamt,2012,201203,946.0,883.0,32.49,7.13,855.0,2012-03-01
Fluchtunfälle,insgesamt,2012,201204,919.0,835.0,-2.85,10.06,862.0,2012-04-01
Fluchtunfälle,insgesamt,2012,201205,1035.0,1034.0,12.62,0.1,862.0,2012-05-01
Fluchtunfälle,insgesamt,2012,201206,1041.0,783.0,0.58,32.95,884.0,2012-06-01
Fluchtunfälle,insgesamt,2012,201207,1045.0,951.0,0.38,9.88,892.0,2012-07-01
Fluchtunfälle,insgesamt,2012,201208,887.0,790.0,-15.12,12.28,900.0,2012-08-01
Fluchtunfälle,insgesamt,2012,201209,921.0,906.0,3.83,1.66,901.0,2012-09-01
Fluchtunfälle,insgesamt,2012,201210,1090.0,916.0,18.35,19.0,915.0,2012-10-01
Fluchtunfälle,insgesamt,2012,201211,984.0,842.0,-9.72,16.86,927.0,2012-11-01
Fluchtunfälle,insgesamt,2012,201212,810.0,832.0,-17.68,-2.64,925.0,2012-12-01
Fluchtunfälle,insgesamt,2013,201301,796.0,713.0,-1.73,11.64,932.0,2013-01-01
Fluchtunfälle,insgesamt,2013,201302,773.0,714.0,-2.89,8.26,937.0,2013-02-01
Fluchtunfälle,insgesamt,2013,201303,906.0,946.0,17.21,-4.23,934.0,2013-03-01
Fluchtunfälle,insgesamt,2013,201304,1038.0,919.0,14.57,12.95,944.0,2013-04-01
Fluchtunfälle,insgesamt,2013,201305,848.0,1035.0,-18.3,-18.07,928.0,2013-05-01
Fluchtunfälle,insgesamt,2013,201306,1055.0,1041.0,24.41,1.34,929.0,2013-06-01
Fluchtunfälle,insgesamt,2013,201307,1138.0,1045.0,7.87,8.9,937.0,2013-07-01
Fluchtunfälle,insgesamt,2013,201308,791.0,887.0,-30.49,-10.82,929.0,2013-08-01
Fluchtunfälle,insgesamt,2013,201309,1000.0,921.0,26.42,8.58,936.0,2013-09-01
Fluchtunfälle,insgesamt,2013,201310,1074.0,1090.0,7.4,-1.47,934.0,2013-10-01
Fluchtunfälle,insgesamt,2013,201311,939.0,984.0,-12.57,-4.57,931.0,2013-11-01
Fluchtunfälle,insgesamt,2013,201312,828.0,810.0,-11.82,2.22,932.0,2013-12-01
Fluchtunfälle,insgesamt,2014,201401,778.0,796.0,-6.04,-2.26,931.0,2014-01-01
Fluchtunfälle,insgesamt,2014,201402,742.0,773.0,-4.63,-4.01,928.0,2014-02-01
Fluchtunfälle,insgesamt,2014,201403,993.0,906.0,33.83,9.6,935.0,2014-03-01
Fluchtunfälle,insgesamt,2014,201404,946.0,1038.0,-4.73,-8.86,928.0,2014-04-01
Fluchtunfälle,insgesamt,2014,201405,925.0,848.0,-2.22,9.08,934.0,2014-05-01
Fluchtunfälle,insgesamt,2014,201406,880.0,1055.0,-4.86,-16.59,920.0,2014-06-01
Fluchtunfälle,insgesamt,2014,201407,1029.0,1138.0,16.93,-9.58,910.0,2014-07-01
Fluchtunfälle,insgesamt,2014,201408,802.0,791.0,-22.06,1.39,911.0,2014-08-01
Fluchtunfälle,insgesamt,2014,201409,936.0,1000.0,16.71,-6.4,906.0,2014-09-01
Fluchtunfälle,insgesamt,2014,201410,1042.0,1074.0,11.32,-2.98,903.0,2014-10-01
Fluchtunfälle,insgesamt,2014,201411,943.0,939.0,-9.5,0.43,904.0,2014-11-01
Fluchtunfälle,insgesamt,2014,201412,830.0,828.0,-11.98,0.24,904.0,2014-12-01
Fluchtunfälle,insgesamt,2015,201501,781.0,778.0,-5.9,0.39,904.0,2015-01-01
Fluchtunfälle,insgesamt,2015,201502,713.0,742.0,-8.71,-3.91,902.0,2015-02-01
Fluchtunfälle,insgesamt,2015,201503,908.0,993.0,27.35,-8.56,895.0,2015-03-01
Fluchtunfälle,insgesamt,2015,201504,966.0,946.0,6.39,2.11,896.0,2015-04-01
Fluchtunfälle,insgesamt,2015,201505,940.0,925.0,-2.69,1.62,898.0,2015-05-01
Fluchtunfälle,insgesamt,2015,201506,952.0,880.0,1.28,8.18,904.0,2015-06-01
Fluchtunfälle,insgesamt,2015,201507,1176.0,1029.0,23.53,14.29,916.0,2015-07-01
Fluchtunfälle,insgesamt,2015,201508,864.0,802.0,-26.53,7.73,921.0,2015-08-01
Fluchtunfälle,insgesamt,2015,201509,1007.0,936.0,16.55,7.59,927.0,2015-09-01
Fluchtunfälle,insgesamt,2015,201510,1110.0,1042.0,10.23,6.53,933.0,2015-10-01
Fluchtunfälle,insgesamt,2015,201511,991.0,943.0,-10.72,5.09,937.0,2015-11-01
Fluchtunfälle,insgesamt,2015,201512,950.0,830.0,-4.14,14.46,947.0,2015-12-01
Fluchtunfälle,insgesamt,2016,201601,777.0,781.0,-18.21,-0.51,946.0,2016-01-01
Fluchtunfälle,insgesamt,2016,201602,775.0,713.0,-0.26,8.7,951.0,2016-02-01
Fluchtunfälle,insgesamt,2016,201603,898.0,908.0,15.87,-1.1,951.0,2016-03-01
Fluchtunfälle,insgesamt,2016,201604,998.0,966.0,11.14,3.31,953.0,2016-04-01
Fluchtunfälle,insgesamt,2016,201605,850.0,940.0,-14.83,-9.57,946.0,2016-05-01
Fluchtunfälle,insgesamt,2016,201606,1018.0,952.0,19.76,6.93,951.0,2016-06-01
Fluchtunfälle,insgesamt,2016,201607,1095.0,1176.0,7.56,-6.89,944.0,2016-07-01
Fluchtunfälle,insgesamt,2016,201608,958.0,864.0,-12.51,10.88,952.0,2016-08-01
Fluchtunfälle,insgesamt,2016,201609,958.0,1007.0,0.0,-4.87,948.0,2016-09-01
Fluchtunfälle,insgesamt,2016,201610,1022.0,1110.0,6.68,-7.93,941.0,2016-10-01
Fluchtunfälle,insgesamt,2016,201611,960.0,991.0,-6.07,-3.13,938.0,2016-11-01
Fluchtunfälle,insgesamt,2016,201612,870.0,950.0,-9.38,-8.42,932.0,2016-12-01
Fluchtunfälle,insgesamt,2017,201701,690.0,777.0,-20.69,-11.2,924.0,2017-01-01
Fluchtunfälle,insgesamt,2017,201702,846.0,775.0,22.61,9.16,930.0,2017-02-01
Fluchtunfälle,insgesamt,2017,201703,1060.0,898.0,25.3,18.04,944.0,2017-03-01
Fluchtunfälle,insgesamt,2017,201704,895.0,998.0,-15.57,-10.32,935.0,2017-04-01
Fluchtunfälle,insgesamt,2017,201705,1070.0,850.0,19.55,25.88,954.0,2017-05-01
Fluchtunfälle,insgesamt,2017,201706,948.0,1018.0,-11.4,-6.88,948.0,2017-06-01
Fluchtunfälle,insgesamt,2017,201707,1064.0,1095.0,12.24,-2.83,945.0,2017-07-01
Fluchtunfälle,insgesamt,2017,201708,831.0,958.0,-21.9,-13.26,935.0,2017-08-01
Fluchtunfälle,insgesamt,2017,201709,1009.0,958.0,21.42,5.32,939.0,2017-09-01
Fluchtunfälle,insgesamt,2017,201710,1052.0,1022.0,4.26,2.94,941.0,2017-10-01
Fluchtunfälle,insgesamt,2017,201711,925.0,960.0,-12.07,-3.65,938.0,2017-11-01
Fluchtunfälle,insgesamt,2017,201712,873.0,870.0,-5.62,0.34,939.0,2017-12-01
Fluchtunfälle,insgesamt,2018,201801,860.0,690.0,-1.49,24.64,953.0,2018-01-01
Fluchtunfälle,insgesamt,2018,201802,774.0,846.0,-10.0,-8.51,947.0,2018-02-01
Fluchtunfälle,insgesamt,2018,201803,954.0,1060.0,23.26,-10.0,938.0,2018-03-01
Fluchtunfälle,insgesamt,2018,201804,1010.0,895.0,5.87,12.85,948.0,2018-04-01
Fluchtunfälle,insgesamt,2018,201805,994.0,1070.0,-1.58,-7.1,941.0,2018-05-01
Fluchtunfälle,insgesamt,2018,201806,1034.0,948.0,4.02,9.07,948.0,2018-06-01
Fluchtunfälle,insgesamt,2018,201807,1151.0,1064.0,11.32,8.18,956.0,2018-07-01
Fluchtunfälle,insgesamt,2018,201808,813.0,831.0,-29.37,-2.17,954.0,2018-08-01
Fluchtunfälle,insgesamt,2018,201809,1102.0,1009.0,35.55,9.22,962.0,2018-09-01
Fluchtunfälle,insgesamt,2018,201810,1127.0,1052.0,2.27,7.13,968.0,2018-10-01
Fluchtunfälle,insgesamt,2018,201811,929.0,925.0,-17.57,0.43,968.0,2018-11-01
Fluchtunfälle,insgesamt,2018,201812,900.0,873.0,-3.12,3.09,971.0,2018-12-01
Fluchtunfälle,insgesamt,2019,201901,927.0,860.0,3.0,7.79,976.0,2019-01-01
Fluchtunfälle,insgesamt,2019,201902,883.0,774.0,-4.75,14.08,985.0,2019-02-01
Fluchtunfälle,insgesamt,2019,201903,1005.0,954.0,13.82,5.35,990.0,2019-03-01
Fluchtunfälle,insgesamt,2019,201904,967.0,1010.0,-3.78,-4.26,986.0,2019-04-01
Fluchtunfälle,insgesamt,2019,201905,1014.0,994.0,4.86,2.01,988.0,2019-05-01
Fluchtunfälle,insgesamt,2019,201906,994.0,1034.0,-1.97,-3.87,984.0,2019-06-01
Fluchtunfälle,insgesamt,2019,201907,1187.0,1151.0,19.42,3.13,987.0,2019-07-01
Fluchtunfälle,insgesamt,2019,201908,820.0,813.0,-30.92,0.86,988.0,2019-08-01
Fluchtunfälle,insgesamt,2019,201909,996.0,1102.0,21.46,-9.62,979.0,2019-09-01
Fluchtunfälle,insgesamt,2019,201910,1088.0,1127.0,9.24,-3.46,976.0,2019-10-01
Fluchtunfälle,insgesamt,2019,201911,967.0,929.0,-11.12,4.09,979.0,2019-11-01
Fluchtunfälle,insgesamt,2019,201912,925.0,900.0,-4.34,2.78,981.0,2019-12-01
Fluchtunfälle,insgesamt,2020,202001,791.0,927.0,-14.49,-14.67,970.0,2020-01-01
Fluchtunfälle,insgesamt,2020,202002,870.0,883.0,9.99,-1.47,969.0,2020-02-01
Fluchtunfälle,insgesamt,2020,202003,744.0,1005.0,-14.48,-25.97,947.0,2020-03-01
Fluchtunfälle,insgesamt,2020,202004,607.0,967.0,-18.41,-37.23,917.0,2020-04-01
Fluchtunfälle,insgesamt,2020,202005,859.0,1014.0,41.52,-15.29,904.0,2020-05-01
Fluchtunfälle,insgesamt,2020,202006,905.0,994.0,5.36,-8.95,897.0,2020-06-01
Fluchtunfälle,insgesamt,2020,202007,1010.0,1187.0,11.6,-14.91,882.0,2020-07-01
Fluchtunfälle,insgesamt,2020,202008,735.0,820.0,-27.23,-10.37,875.0,2020-08-01
Fluchtunfälle,insgesamt,2020,202009,948.0,996.0,28.98,-4.82,871.0,2020-09-01
Fluchtunfälle,insgesamt,2020,202010,997.0,1088.0,5.17,-8.36,863.0,2020-10-01
Fluchtunfälle,insgesamt,2020,202011,864.0,967.0,-13.34,-10.65,855.0,2020-11-01
Fluchtunfälle,insgesamt,2020,202012,694.0,925.0,-19.68,-24.97,835.0,2020-12-01
Verkehrsunfälle,Verletzte und Getötete,2000,200001,434.0,0.0,0.0,0.0,434.0,2000-01-01
Verkehrsunfälle,Verletzte und Getötete,2000,200002,419.0,0.0,-3.46,0.0,427.0,2000-02-01
Verkehrsunfälle,Verletzte und Getötete,2000,200003,509.0,0.0,21.48,0.0,454.0,2000-03-01
Verkehrsunfälle,Verletzte und Getötete,2000,200004,557.0,0.0,9.43,0.0,480.0,2000-04-01
Verkehrsunfälle,Verletzte und Getötete,2000,200005,675.0,0.0,21.18,0.0,519.0,2000-05-01
Verkehrsunfälle,Verletzte und Getötete,2000,200006,685.0,0.0,1.48,0.0,547.0,2000-06-01
Verkehrsunfälle,Verletzte und Getötete,2000,200007,744.0,0.0,8.61,0.0,575.0,2000-07-01
Verkehrsunfälle,Verletzte und Getötete,2000,200008,647.0,0.0,-13.04,0.0,584.0,2000-08-01
Verkehrsunfälle,Verletzte und Getötete,2000,200009,675.0,0.0,4.33,0.0,594.0,2000-09-01
Verkehrsunfälle,Verletzte und Getötete,2000,200010,615.0,0.0,-8.89,0.0,596.0,2000-10-01
Verkehrsunfälle,Verletzte und Getötete,2000,200011,578.0,0.0,-6.02,0.0,594.0,2000-11-01
Verkehrsunfälle,Verletzte und Getötete,2000,200012,515.0,0.0,-10.9,0.0,588.0,2000-12-01
Verkehrsunfälle,Verletzte und Getötete,2001,200101,448.0,434.0,-13.01,3.23,589.0,2001-01-01
Verkehrsunfälle,Verletzte und Getötete,2001,200102,439.0,419.0,-2.01,4.77,591.0,2001-02-01
Verkehrsunfälle,Verletzte und Getötete,2001,200103,535.0,509.0,21.87,5.11,593.0,2001-03-01
Verkehrsunfälle,Verletzte und Getötete,2001,200104,578.0,557.0,8.04,3.77,595.0,2001-04-01
Verkehrsunfälle,Verletzte und Getötete,2001,200105,817.0,675.0,41.35,21.04,606.0,2001-05-01
Verkehrsunfälle,Verletzte und Getötete,2001,200106,679.0,685.0,-16.89,-0.88,606.0,2001-06-01
Verkehrsunfälle,Verletzte und Getötete,2001,200107,921.0,744.0,35.64,23.79,621.0,2001-07-01
Verkehrsunfälle,Verletzte und Getötete,2001,200108,600.0,647.0,-34.85,-7.26,617.0,2001-08-01
Verkehrsunfälle,Verletzte und Getötete,2001,200109,643.0,675.0,7.17,-4.74,614.0,2001-09-01
Verkehrsunfälle,Verletzte und Getötete,2001,200110,717.0,615.0,11.51,16.59,623.0,2001-10-01
Verkehrsunfälle,Verletzte und Getötete,2001,200111,568.0,578.0,-20.78,-1.73,622.0,2001-11-01
Verkehrsunfälle,Verletzte und Getötete,2001,200112,507.0,515.0,-10.74,-1.55,621.0,2001-12-01
Verkehrsunfälle,Verletzte und Getötete,2002,200201,431.0,448.0,-14.99,-3.79,620.0,2002-01-01
Verkehrsunfälle,Verletzte und Getötete,2002,200202,393.0,439.0,-8.82,-10.48,616.0,2002-02-01
Verkehrsunfälle,Verletzte und Getötete,2002,200203,520.0,535.0,32.32,-2.8,615.0,2002-03-01
Verkehrsunfälle,Verletzte und Getötete,2002,200204,521.0,578.0,0.19,-9.86,610.0,2002-04-01
Verkehrsunfälle,Verletzte und Getötete,2002,200205,654.0,817.0,25.53,-19.95,596.0,2002-05-01
Verkehrsunfälle,Verletzte und Getötete,2002,200206,833.0,679.0,27.37,22.68,609.0,2002-06-01
Verkehrsunfälle,Verletzte und Getötete,2002,200207,865.0,921.0,3.84,-6.08,604.0,2002-07-01
Verkehrsunfälle,Verletzte und Getötete,2002,200208,601.0,600.0,-30.52,0.17,604.0,2002-08-01
Verkehrsunfälle,Verletzte und Getötete,2002,200209,621.0,643.0,3.33,-3.42,603.0,2002-09-01
Verkehrsunfälle,Verletzte und Getötete,2002,200210,630.0,717.0,1.45,-12.13,595.0,2002-10-01
Verkehrsunfälle,Verletzte und Getötete,2002,200211,563.0,568.0,-10.63,-0.88,595.0,2002-11-01
Verkehrsunfälle,Verletzte und Getötete,2002,200212,394.0,507.0,-30.02,-22.29,586.0,2002-12-01
Verkehrsunfälle,Verletzte und Getötete,2003,200301,358.0,431.0,-9.14,-16.94,579.0,2003-01-01
Verkehrsunfälle,Verletzte und Getötete,2003,200302,308.0,393.0,-13.97,-21.63,572.0,2003-02-01
Verkehrsunfälle,Verletzte und Getötete,2003,200303,476.0,520.0,54.55,-8.46,569.0,2003-03-01
Verkehrsunfälle,Verletzte und Getötete,2003,200304,535.0,521.0,12.39,2.69,570.0,2003-04-01
Verkehrsunfälle,Verletzte und Getötete,2003,200305,632.0,654.0,18.13,-3.36,568.0,2003-05-01
Verkehrsunfälle,Verletzte und Getötete,2003,200306,723.0,833.0,14.4,-13.21,559.0,2003-06-01
